,latitude,longitude,zip,po
4710,40.7067,-74.0072,10005,New York
4711,40.7388,-74.0018,10011,New York
4712,40.7069,-74.0113,10271,New York
4713,40.7965,-73.9445,10029,New York
4714,40.834,-73.9399,10039,New York
4715,40.7487,-73.9425,11101,Long Island City
4716,40.7742,-73.9475,10044,New York
4717,40.7612,-73.9978,10018,New York
4718,40.7929,-73.976,10162,New York
4719,40.7929,-73.9506,10029,New York
4720,40.7471,-73.9723,10017,New York
4721,40.7778,-73.9781,10023,New York
4722,40.7738,-73.9879,10019,New York
4723,40.7375,-73.9808,10009,New York
4724,40.786,-73.9703,10162,New York
4725,40.7753,-73.954,10028,New York
4726,40.8028,-73.9509,10026,New York
4727,40.78,-73.9775,10023,New York
4728,40.7221,-73.9872,10002,New York
4729,40.7677,-73.9836,10019,New York
4730,40.7536,-73.9659,10154,New York
4731,40.7332,-73.99600000000002,10003,New York
4732,40.7521,-73.9743,10017,New York
4733,40.7806,-73.9507,10028,New York
4734,40.7645,-73.9832,10103,New York
4735,40.7084,-74.0057,10038,New York
4736,40.7664,-73.9863,10019,New York
4737,40.7775,-73.9784,10023,New York
4738,40.6905,-73.9668,11205,Brooklyn
4739,40.7749,-73.9482,10044,New York
4740,40.7956,-73.9353,10035,New York
4741,40.7678,-73.9915,10019,New York
4742,40.6767,-73.9412,11213,Brooklyn
4743,40.7692,-73.9525,10044,New York
4744,40.7678,-73.9915,10019,New York
4745,40.7947,-73.9667,10162,New York
4746,40.8413,-73.9367,10032,New York
4747,40.7074,-74.0122,10006,New York
4748,40.7388,-74.0084,10014,New York
4749,40.8198,-73.9578,10027,New York
4750,40.7791,-73.9763,10023,New York
4751,40.708,-74.0149,10006,New York
4752,40.7176,-74.01100000000002,10013,New York
4753,40.7035,-73.9897,11201,Brooklyn
4754,40.7688,-73.9569,10021,New York
4755,40.7937,-73.9761,10025,New York
4756,40.7592,-73.9948,10018,New York
4757,40.7476,-73.9732,10017,New York
4758,40.698,-73.9243,11237,Brooklyn
4759,40.7274,-73.9787,10009,New York
4760,40.7654,-73.9816,10103,New York
4761,40.7037,-73.9894,11201,Brooklyn
4762,40.7258,-73.9889,10003,New York
4763,40.7885,-73.9696,10162,New York
4764,40.7287,-73.9788,10009,New York
4765,40.7604,-73.987,10018,New York
4766,40.6956,-73.9227,11237,Brooklyn
4767,40.7928,-73.9659,10162,New York
4768,40.7481,-73.9564,11109,Long Island City
4769,40.7602,-73.9689,10022,New York
4770,40.7335,-74.003,10011,New York
4771,40.756,-73.9687,10154,New York
4772,40.7226,-73.9963,10012,New York
4773,40.8028,-73.9647,10025,New York
4774,40.7488,-73.977,10017,New York
4775,40.7729,-73.9566,10021,New York
4776,40.7469,-73.9802,10017,New York
4777,40.7704,-73.9566,10021,New York
4778,40.7176,-73.8446,11375,Forest Hills
4779,40.7275,-73.9829,10009,New York
4780,40.7518,-73.9695,10017,New York
4781,40.7677,-73.9616,10021,New York
4782,40.7481,-73.9748,10017,New York
4783,40.7272,-73.9787,10009,New York
4784,40.761,-73.9935,10018,New York
4785,40.7807,-73.9471,10028,New York
4786,40.7542,-73.9955,10199,New York
4787,40.7244,-73.9838,10009,New York
4788,40.7377,-73.9912,10011,New York
4789,40.7821,-73.9467,10028,New York
4790,40.8644,-73.9248,10034,New York
4791,40.68,-73.9524,11216,Brooklyn
4792,40.6087,-74.0084,11214,Brooklyn
4793,40.7698,-73.9624,10021,New York
4794,40.7986,-73.9641,10025,New York
4795,40.7468,-73.9769,10017,New York
4796,40.7304,-74.0051,10012,New York
4797,40.71,-74.0143,10006,New York
4798,40.7536,-73.9739,10167,New York
4799,40.7416,-74.0025,10011,New York
4800,40.7677,-73.9916,10019,New York
4801,40.7682,-73.9501,10044,New York
4802,40.7465,-73.97710000000002,10017,New York
4803,40.7648,-73.99,10018,New York
4804,40.8427,-73.9136,10452,Bronx
4805,40.7658,-73.9781,10153,New York
4806,40.7269,-73.9786,10009,New York
4807,40.7761,-73.9541,10028,New York
4808,40.7779,-73.9525,10028,New York
4809,40.7832,-73.9482,10028,New York
4810,40.7085,-74.0165,10280,New York
4811,40.8242,-73.9527,10031,New York
4812,40.7777,-73.9462,10028,New York
4813,40.7325,-73.9875,10003,New York
4814,40.7665,-73.9557,10021,New York
4815,40.7448,-74.0052,10014,New York
4816,40.7897,-73.9734,10162,New York
4817,40.8648,-73.9202,10034,New York
4818,40.774,-73.9501,10044,New York
4819,40.7093,-73.8293,11415,Kew Gardens
4820,40.7073,-74.0046,10005,New York
4821,40.7484,-73.9893,10001,New York
4822,40.7707,-73.9492,10044,New York
4823,40.7894,-73.9764,10162,New York
4824,40.774,-73.9501,10044,New York
4825,40.7482,-73.9749,10017,New York
4826,40.7555,-73.9668,10154,New York
4827,40.7785,-73.9469,10028,New York
4828,40.7674,-73.9837,10019,New York
4829,40.7461,-73.9757,10017,New York
4830,40.8457,-73.9362,10032,New York
4831,40.7088,-74.0143,10006,New York
4832,40.7515,-73.9401,11106,Astoria
4833,40.7664,-73.9863,10019,New York
4834,40.7752,-73.95100000000002,10028,New York
4835,40.722,-73.9837,10002,New York
4836,40.7874,-73.9515,10029,New York
4837,40.7179,-74.0148,10282,New York
4838,40.7084,-74.0066,10271,New York
4839,40.7756,-73.9846,10069,New York
4840,40.7716,-73.9506,10044,New York
4841,40.7321,-74.008,10014,New York
4842,40.7509,-73.9977,10199,New York
4843,40.7383,-73.9846,10009,New York
4844,40.7473,-73.9738,10017,New York
4845,40.7965,-73.9619,10162,New York
4846,40.7515,-73.9413,11106,Astoria
4847,40.8614,-73.9266,10034,New York
4848,40.7805,-73.9487,10028,New York
4849,40.694,-73.9198,11237,Brooklyn
4850,40.7261,-74.0048,10012,New York
4851,40.8015,-73.9668,10025,New York
4852,40.7448,-74.0052,10014,New York
4853,40.7376,-73.9828,10009,New York
4854,40.7448,-73.9909,10001,New York
4855,40.7811,-73.9481,10028,New York
4856,40.675,-73.9551,11238,Brooklyn
4857,40.8142,-73.9607,10115,New York
4858,40.7929,-73.9455,10029,New York
4859,40.7873,-73.9807,10023,New York
4860,40.7054,-74.0095,10271,New York
4861,40.7257,-74.0028,10012,New York
4862,40.776,-73.9556,10028,New York
4863,40.7656,-73.9886,10019,New York
4864,40.7283,-73.9857,10003,New York
4865,40.7661,-73.9461,10044,New York
4866,40.6899,-73.9941,11201,Brooklyn
4867,40.7782,-73.9791,10023,New York
4868,40.7866,-73.9504,10029,New York
4869,40.646,-74.0092,11220,Brooklyn
4870,40.7387,-73.9945,10011,New York
4871,40.7387,-73.9945,10011,New York
4872,40.7758,-73.9508,10028,New York
4873,40.6769,-73.9249,11233,Brooklyn
4874,40.8231,-73.946,10030,New York
4875,40.7447,-73.9741,10017,New York
4876,40.7933,-73.9675,10162,New York
4877,40.7741,-73.9476,10044,New York
4878,40.7029,-74.0114,10006,New York
4879,40.8657,-73.9212,10034,New York
4880,40.77,-73.9517,10044,New York
4881,40.8553,-73.9312,10034,New York
4882,40.7494,-73.9875,10001,New York
4883,40.724,-73.9828,10009,New York
4884,40.7062,-73.831,11351,Flushing
4885,40.6603,-73.9942,11215,Brooklyn
4886,40.7404,-73.9795,10016,New York
4887,40.7707,-73.9522,10044,New York
4888,40.7572,-73.9648,10022,New York
4889,40.7694,-73.9562,10021,New York
4890,40.7602,-73.9689,10022,New York
4891,40.7664,-73.9863,10019,New York
4892,40.6907,-73.9216,11221,Brooklyn
4893,40.773,-73.9558,10021,New York
4894,40.7599,-73.9908,10018,New York
4895,40.7908,-74.0048,07093,West New York
4896,40.7749,-73.9782,10023,New York
4897,40.7654,-73.9816,10103,New York
4898,40.7585,-73.9913,10018,New York
4899,40.7857,-73.9498,10029,New York
4900,40.7065,-74.0077,10005,New York
4901,40.7465,-73.9803,10017,New York
4902,40.7826,-73.9572,10028,New York
4903,40.79,-73.9416,10029,New York
4904,40.6996,-73.9185,11237,Brooklyn
4905,40.7584,-73.9653,10022,New York
4906,40.7434,-73.9773,10016,New York
4907,40.7301,-73.9927,10003,New York
4908,40.6765,-73.9258,11233,Brooklyn
4909,40.7611,-73.9877,10018,New York
4910,40.7337,-73.9775,10009,New York
4911,40.7449,-73.9777,10017,New York
4912,40.7645,-73.984,10103,New York
4913,40.7682,-73.987,10019,New York
4914,40.7317,-73.9821,10009,New York
4915,40.7743,-73.9875,10069,New York
4916,40.7595,-73.9712,10022,New York
4917,40.7833,-73.9834,10023,New York
4918,40.7585,-73.9913,10018,New York
4919,40.7395,-73.9814,10016,New York
4920,40.7716,-73.9487,10044,New York
4921,40.7219,-73.9506,11222,Brooklyn
4922,40.7718,-73.9851,10019,New York
4923,40.7324,-74.0081,10014,New York
4924,40.828,-73.9425,10039,New York
4925,40.861,-73.926,10034,New York
4926,40.7521,-74.0045,10199,New York
4927,40.7448,-73.9909,10001,New York
4928,40.7111,-74.0055,10038,New York
4929,40.7967,-73.9623,10162,New York
4930,40.7792,-73.9785,10023,New York
4931,40.7378,-74.0084,10014,New York
4932,40.7805,-73.9523,10028,New York
4933,40.8007,-73.9519,10026,New York
4934,40.7366,-73.9934,10011,New York
4935,40.7635,-73.9848,10018,New York
4936,40.753,-73.9959,10199,New York
4937,40.7213,-73.9822,10002,New York
4938,40.7495,-73.9843,10001,New York
4939,40.7283,-73.9816,10009,New York
4940,40.6483,-73.9504,11226,Brooklyn
4941,40.7976,-73.968,10025,New York
4942,40.7189,-73.9531,11211,Brooklyn
4943,40.7176,-73.9531,11211,Brooklyn
4944,40.7344,-74.0001,10011,New York
4945,40.7957,-73.9705,10025,New York
4946,40.6969,-73.983,11201,Brooklyn
4947,40.7441,-73.9964,10011,New York
4948,40.7601,-73.9901,10018,New York
4949,40.7835,-73.9774,10023,New York
4950,40.7749,-73.9782,10023,New York
4951,40.7487,-73.9755,10017,New York
4952,40.7426,-73.9808,10016,New York
4953,40.7535,-73.9648,10154,New York
4954,40.7488,-73.8848,11372,Jackson Heights
4955,40.7285,-74.0,10012,New York
4956,40.7865,-73.942,10029,New York
4957,40.7565,-73.9973,10199,New York
4958,40.7073,-74.0046,10005,New York
4959,40.7612,-73.9978,10018,New York
4960,40.8309,-73.9486,10031,New York
4961,40.7783,-73.9523,10028,New York
4962,40.7345,-73.9753,10009,New York
4963,40.7078,-74.006,10005,New York
4964,40.8553,-73.9312,10034,New York
4965,40.7437,-73.9585,11109,Long Island City
4966,40.7309,-73.9898,10003,New York
4967,40.7902,-73.9678,10162,New York
4968,40.7611,-73.9721,10022,New York
4969,40.7121,-74.0086,10007,New York
4970,40.7462,-73.9757,10017,New York
4971,40.7378,-73.9877,10003,New York
4972,40.7248,-73.9807,10009,New York
4973,40.73,-73.9864,10003,New York
4974,40.7412,-73.9772,10016,New York
4975,40.773,-73.9507,10044,New York
4976,40.8169,-73.9529,10030,New York
4977,40.7775,-73.9784,10023,New York
4978,40.719,-73.9855,10002,New York
4979,40.7223,-73.9837,10002,New York
4980,40.7659,-73.9574,10021,New York
4981,40.7321,-74.0048,10012,New York
4982,40.7929,-73.9661,10162,New York
4983,40.7814,-73.9507,10028,New York
4984,40.7341,-73.9896,10003,New York
4985,40.7299,-73.9819,10009,New York
4986,40.7771,-73.9505,10028,New York
4987,40.7426,-73.9782,10016,New York
4988,40.7467,-73.9854,10001,New York
4989,40.7715,-73.993,10019,New York
4990,40.7608,-73.9861,10018,New York
4991,40.7953,-73.9667,10162,New York
4992,40.7636,-73.9261,11102,Astoria
4993,40.8674,-73.926,10034,New York
4994,40.7316,-73.9839,10009,New York
4995,40.8272,-73.9466,10031,New York
4996,40.7384,-73.9831,10009,New York
4997,40.7633,-73.9628,10065,New York
4998,40.7264,-73.9836,10009,New York
4999,40.7535,-73.9648,10154,New York
5000,40.7457,-73.9785,10017,New York
5001,40.7985,-73.9646,10025,New York
5002,40.729,-73.9785,10009,New York
5003,40.7426,-73.9782,10016,New York
5004,40.7062,-74.0099,10271,New York
5005,40.6915,-73.9223,11221,Brooklyn
5006,40.7239,-73.9834,10002,New York
5007,40.7388,-74.0065,10014,New York
5008,40.7838,-73.9534,10028,New York
5009,40.7642,-73.994,10018,New York
5010,40.7505,-74.0025,10199,New York
5011,40.7111,-74.0055,10038,New York
5012,40.7413,-73.9781,10016,New York
5013,40.7709,-73.9496,10044,New York
5014,40.8388,-73.9454,10032,New York
5015,40.7568,-73.9982,10199,New York
5016,40.7814,-73.9554,10028,New York
5017,40.7805,-73.9487,10028,New York
5018,40.7596,-73.9891,10018,New York
5019,40.7706,-73.9522,10044,New York
5020,40.7672,-73.9942,10019,New York
5021,40.7301,-73.9825,10009,New York
5022,40.8198,-73.9578,10027,New York
5023,40.7747,-73.9789,10023,New York
5024,40.7701,-73.955,10021,New York
5025,40.7344,-73.9823,10009,New York
5026,40.7382,-73.9918,10011,New York
5027,40.7803,-73.9466,10028,New York
5028,40.7494,-73.9875,10001,New York
5029,40.8367,-73.9382,10032,New York
5030,40.7755,-73.9042,11105,Astoria
5031,40.7656,-73.9256,11102,Astoria
5032,40.7595,-73.98899999999998,10018,New York
5033,40.7751,-73.9481,10028,New York
5034,40.7724,-73.9813,10019,New York
5035,40.7489,-73.9765,10017,New York
5036,40.7601,-73.9901,10018,New York
5037,40.7202,-73.9788,10002,New York
5038,40.7929,-73.9661,10162,New York
5039,40.6168,-74.0362,11209,Brooklyn
5040,40.7599,-73.9908,10018,New York
5041,40.7568,-73.9982,10199,New York
5042,40.7602,-73.9689,10022,New York
5043,40.76300000000001,-73.9904,10018,New York
5044,40.7623,-73.9635,10065,New York
5045,40.7598,-73.9932,10018,New York
5046,40.7231,-74.0044,10013,New York
5047,40.7296,-73.9986,10012,New York
5048,40.7419,-73.9949,10011,New York
5049,40.7081,-74.0065,10271,New York
5050,40.8021,-73.9392,10035,New York
5051,40.7601,-73.9085,11103,Astoria
5052,40.7951,-73.9447,10029,New York
5053,40.7448,-73.9947,10011,New York
5054,40.7656,-73.9905,10019,New York
5055,40.7182,-73.9899,10002,New York
5056,40.7587,-73.9838,10020,New York
5057,40.7391,-73.9964,10011,New York
5058,40.7287,-73.9838,10009,New York
5059,40.774,-73.9501,10044,New York
5060,40.7239,-73.9947,10012,New York
5061,40.7056,-74.0162,10280,New York
5062,40.811,-73.9483,10030,New York
5063,40.7573,-73.968,10152,New York
5064,40.7448,-73.9909,10001,New York
5065,40.7592,-73.9637,10022,New York
5066,40.7738,-73.9594,10021,New York
5067,40.7426,-73.9808,10016,New York
5068,40.7776,-73.9816,10023,New York
5069,40.7677,-73.9554,10021,New York
5070,40.7608,-73.9861,10018,New York
5071,40.7386,-73.9819,10009,New York
5072,40.7399,-73.9864,10003,New York
5073,40.7721,-73.9479,10044,New York
5074,40.7327,-73.8638,11374,Rego Park
5075,40.7341,-73.9896,10003,New York
5076,40.7693,-73.9529,10044,New York
5077,40.7424,-73.9823,10001,New York
5078,40.8244,-73.95100000000002,10031,New York
5079,40.7857,-73.9498,10029,New York
5080,40.7278,-73.9809,10009,New York
5081,40.7489,-73.9765,10017,New York
5082,40.7844,-73.9497,10028,New York
5083,40.7056,-74.0162,10280,New York
5084,40.7057,-74.0085,10005,New York
5085,40.7802,-73.9478,10028,New York
5086,40.7765,-73.9449,10028,New York
5087,40.7868,-73.9804,10023,New York
5088,40.7754,-73.9502,10028,New York
5089,40.7251,-73.9816,10009,New York
5090,40.7814,-74.0113,07093,West New York
5091,40.7893,-73.9705,10162,New York
5092,40.764,-73.9591,10065,New York
5093,40.7575,-73.9626,10022,New York
5094,40.8803,-73.9095,10463,Bronx
5095,40.7586,-73.9838,10020,New York
5096,40.7629,-73.9853,10018,New York
5097,40.7191,-74.0109,10013,New York
5098,40.7481,-74.0014,10199,New York
5099,40.8031,-73.9653,10025,New York
5100,40.7416,-73.9216,11104,Sunnyside
5101,40.7617,-73.9626,10065,New York
5102,40.799,-73.9639,10025,New York
5103,40.7645,-73.984,10103,New York
5104,40.7468,-73.9735,10017,New York
5105,40.7175,-74.0133,10282,New York
5106,40.6645,-73.9877,11215,Brooklyn
5107,40.7695,-73.9603,10021,New York
5108,40.7412,-73.9772,10016,New York
5109,40.8675,-73.9241,10034,New York
5110,40.7083,-74.0149,10006,New York
5111,40.7283,-73.9857,10003,New York
5112,40.8299,-73.9464,10031,New York
5113,40.7571,-73.9647,10022,New York
5114,40.7391,-73.9936,10011,New York
5115,40.7479,-74.0015,10199,New York
5116,40.7783,-73.9837,10069,New York
5117,40.7396,-73.9816,10016,New York
5118,40.7067,-74.0101,10271,New York
5119,40.7097,-73.9388,11211,Brooklyn
5120,40.7494,-73.9897,10001,New York
5121,40.7605,-73.9678,10022,New York
5122,40.7788,-73.9806,10023,New York
5123,40.8452,-73.9809,07024,Fort Lee
5124,40.7216,-73.8448,11375,Forest Hills
5125,40.769,-73.9541,10044,New York
5126,40.7444,-73.9803,10017,New York
5127,40.7302,-73.9924,10003,New York
5128,40.7761,-73.9828,10069,New York
5129,40.7443,-73.9912,10001,New York
5130,40.7705,-73.9557,10021,New York
5131,40.8021,-73.9392,10035,New York
5132,40.7313,-73.9889,10003,New York
5133,40.7733,-73.9812,10023,New York
5134,40.6188,-74.0345,11209,Brooklyn
5135,40.7517,-73.969,10017,New York
5136,40.7075,-74.0113,10271,New York
5137,40.6927,-73.986,11201,Brooklyn
5138,40.6891,-73.9675,11238,Brooklyn
5139,40.7681,-73.9563,10021,New York
5140,40.7109,-74.0165,10280,New York
5141,40.7067,-74.0072,10005,New York
5142,40.7222,-74.0119,10013,New York
5143,40.771,-73.9533,10044,New York
5144,40.8454,-73.939,10032,New York
5145,40.8253,-73.9434,10039,New York
5146,40.708,-74.0149,10006,New York
5147,40.7522,-73.9702,10017,New York
5148,40.7296,-73.9986,10012,New York
5149,40.7895,-73.9672,10162,New York
5150,40.7425,-73.9789,10016,New York
5151,40.8161,-73.9355,10037,New York
5152,40.8024,-73.9651,10025,New York
5153,40.7763,-73.9778,10023,New York
5154,40.7717,-73.9518,10044,New York
5155,40.6994,-73.9923,11201,Brooklyn
5156,40.7715,-73.993,10019,New York
5157,40.7111,-74.0055,10038,New York
5158,40.7209,-74.0027,10013,New York
5159,40.7454,-73.9241,11104,Sunnyside
5160,40.71,-74.0143,10006,New York
5161,40.7634,-73.9638,10065,New York
5162,40.759,-73.9651,10022,New York
5163,40.7454,-73.9776,10017,New York
5164,40.7278,-73.9809,10009,New York
5165,40.7035,-73.8685,11385,Ridgewood
5166,40.7238,-73.9898,10002,New York
5167,40.7469,-73.9802,10017,New York
5168,40.7681,-73.9563,10021,New York
5169,40.7492,-73.9789,10017,New York
5170,40.7752,-73.952,10028,New York
5171,40.7162,-74.0155,10282,New York
5172,40.7656,-73.9256,11102,Astoria
5173,40.7341,-73.9818,10009,New York
5174,40.6552,-73.9242,11212,Brooklyn
5175,40.7606,-73.9973,10018,New York
5176,40.7612,-73.9978,10018,New York
5177,40.7893,-73.9705,10162,New York
5178,40.7752,-73.95100000000002,10028,New York
5179,40.743,-73.9805,10016,New York
5180,40.7657,-73.9878,10019,New York
5181,40.7471,-73.9723,10017,New York
5182,40.7075,-74.0059,10005,New York
5183,40.7199,-73.9891,10002,New York
5184,40.6933,-73.9818,11201,Brooklyn
5185,40.732,-73.9885,10003,New York
5186,40.8713,-73.9148,10468,Bronx
5187,40.7307,-73.9768,10009,New York
5188,40.7357,-73.9864,10003,New York
5189,40.7656,-73.9256,11102,Astoria
5190,40.7381,-73.9961,10011,New York
5191,40.7758,-73.9566,10021,New York
5192,40.7448,-73.9823,10001,New York
5193,40.6835,-73.9783,11217,Brooklyn
5194,40.7134,-73.857,11374,Rego Park
5195,40.7294,-73.9867,10003,New York
5196,40.7135,-74.0085,10007,New York
5197,40.7494,-73.9875,10001,New York
5198,40.7563,-73.9686,10154,New York
5199,40.7644,-73.985,10018,New York
5200,40.7473,-73.9738,10017,New York
5201,40.7656,-73.9619,10065,New York
5202,40.7707,-73.9817,10019,New York
5203,40.7494,-73.9875,10001,New York
5204,40.7596,-73.9891,10018,New York
5205,40.7283,-73.9875,10003,New York
5206,40.742,-73.9969,10011,New York
5207,40.7645,-73.9833,10103,New York
5208,40.7315,-73.9875,10003,New York
5209,40.7345,-73.98100000000002,10009,New York
5210,40.7313,-74.002,10012,New York
5211,40.7739,-73.9529,10044,New York
5212,40.786,-73.952,10029,New York
5213,40.726,-73.9901,10003,New York
5214,40.6783,-73.9794,11217,Brooklyn
5215,40.7674,-73.9837,10019,New York
5216,40.8788,-73.9144,10463,Bronx
5217,40.708,-74.0149,10006,New York
5218,40.7425,-73.9789,10016,New York
5219,40.7369,-73.9928,10011,New York
5220,40.7771,-73.9445,10028,New York
5221,40.7081,-74.0013,10038,New York
5222,40.706,-74.0096,10271,New York
5223,40.7404,-74.0017,10011,New York
5224,40.7641,-73.9592,10065,New York
5225,40.7759,-73.9557,10028,New York
5226,40.7088,-74.0059,10038,New York
5227,40.7568,-73.9982,10199,New York
5228,40.6665,-73.8614,11208,Brooklyn
5229,40.8252,-73.9515,10031,New York
5230,40.7348,-73.9865,10003,New York
5231,40.7383,-74.0015,10011,New York
5232,40.7286,-73.8487,11375,Forest Hills
5233,40.7111,-74.0055,10038,New York
5234,40.7658,-73.9781,10153,New York
5235,40.6475,-74.0087,11220,Brooklyn
5236,40.7902,-73.9677,10162,New York
5237,40.6669,-73.9811,11215,Brooklyn
5238,40.7575,-73.9625,10022,New York
5239,40.7753,-73.9473,10028,New York
5240,40.7158,-74.0154,10282,New York
5241,40.6895,-73.9657,11238,Brooklyn
5242,40.6905,-73.9668,11205,Brooklyn
5243,40.7399,-74.0036,10011,New York
5244,40.7897,-73.9734,10162,New York
5245,40.7087,-74.0138,10006,New York
5246,40.7488,-73.977,10017,New York
5247,40.7173,-73.9537,11211,Brooklyn
5248,40.7252,-73.9947,10012,New York
5249,40.7959,-73.9742,10025,New York
5250,40.7338,-73.9865,10003,New York
5251,40.7213,-73.9952,10002,New York
5252,40.7443,-73.9809,10017,New York
5253,40.7804,-73.9519,10028,New York
5254,40.7471,-73.9867,10001,New York
5255,40.7841,-73.9568,10028,New York
5256,40.781,-73.9529,10028,New York
5257,40.7634,-73.9638,10065,New York
5258,40.7405,-73.9996,10011,New York
5259,40.7762,-73.9571,10021,New York
5260,40.7393,-73.8263,11367,Flushing
5261,40.8005,-73.9705,10025,New York
5262,40.7074,-74.0122,10006,New York
5263,40.7682,-73.9101,11103,Astoria
5264,40.7536,-73.9739,10167,New York
5265,40.7775,-73.9474,10028,New York
5266,40.7422,-73.9824,10016,New York
5267,40.7832,-73.9482,10028,New York
5268,40.6983,-73.9929,11201,Brooklyn
5269,40.7407,-73.9815,10016,New York
5270,40.7845,-73.9774,10023,New York
5271,40.7677,-73.9603,10021,New York
5272,40.8608,-73.9295,10034,New York
5273,40.69300000000001,-73.9988,11201,Brooklyn
5274,40.7611,-73.9504,11106,Astoria
5275,40.7695,-73.9603,10021,New York
5276,40.8036,-73.9568,10026,New York
5277,40.7544,-73.9721,10171,New York
5278,40.7532,-73.97399999999998,10167,New York
5279,40.6416,-73.9504,11226,Brooklyn
5280,40.7693,-73.9529,10044,New York
5281,40.7775,-73.9784,10023,New York
5282,40.7368,-73.979,10009,New York
5283,40.7467,-73.9778,10017,New York
5284,40.7103,-74.0042,10038,New York
5285,40.706,-74.006,10005,New York
5286,40.7058,-73.9198,11237,Brooklyn
5287,40.7681,-73.9544,10044,New York
5288,40.7074,-74.0069,10271,New York
5289,40.7109,-74.0165,10280,New York
5290,40.7298,-73.9855,10003,New York
5291,40.7889,-73.9755,10162,New York
5292,40.7306,-74.0092,10014,New York
5293,40.779,-73.9461,10028,New York
5294,40.7406,-73.9822,10016,New York
5295,40.8687,-73.9217,10034,New York
5296,40.7553,-73.9953,10199,New York
5297,40.73,-73.9864,10003,New York
5298,40.7486,-73.9757,10017,New York
5299,40.7575,-73.9625,10022,New York
5300,40.6921,-73.9846,11201,Brooklyn
5301,40.7831,-73.9837,10023,New York
5302,40.7448,-73.9909,10001,New York
5303,40.7681,-73.9544,10044,New York
5304,40.7062,-74.0158,10280,New York
5305,40.7539,-73.9677,10171,New York
5306,40.7664,-73.9918,10019,New York
5307,40.6989,-73.9293,11237,Brooklyn
5308,40.7077,-74.0166,10280,New York
5309,40.7047,-74.0076,10005,New York
5310,40.8212,-73.9395,10030,New York
5311,40.7645,-73.984,10103,New York
5312,40.7515,-73.9413,11106,Astoria
5313,40.7412,-73.9772,10016,New York
5314,40.8154,-73.9385,10037,New York
5315,40.8343,-73.9421,10039,New York
5316,40.7338,-73.9865,10003,New York
5317,40.8021,-73.9689,10025,New York
5318,40.6751,-73.9511,11216,Brooklyn
5319,40.8498,-73.9401,10032,New York
5320,40.7182,-73.9639,11211,Brooklyn
5321,40.7736,-73.9075,11105,Astoria
5322,40.7487,-73.9755,10017,New York
5323,40.7173,-73.9616,11211,Brooklyn
5324,40.71,-74.0143,10006,New York
5325,40.7035,-73.9897,11201,Brooklyn
5326,40.6952,-73.9238,11237,Brooklyn
5327,40.7325,-73.9946,10003,New York
5328,40.7291,-73.9786,10009,New York
5329,40.71,-74.0143,10006,New York
5330,40.761,-73.9885,10018,New York
5331,40.7404,-74.0038,10011,New York
5332,40.7448,-73.9919,10001,New York
5333,40.7187,-73.8903,11379,Middle Village
5334,40.7486,-73.9814,10110,New York
5335,40.7677,-73.9916,10019,New York
5336,40.7375,-73.9739,10016,New York
5337,40.7929,-73.9455,10029,New York
5338,40.7645,-73.984,10103,New York
5339,40.7487,-73.9901,10001,New York
5340,40.7252,-73.9947,10012,New York
5341,40.7084,-74.0066,10271,New York
5342,40.7301,-73.9927,10003,New York
5343,40.7749,-73.9482,10044,New York
5344,40.7403,-73.9803,10016,New York
5345,40.7322,-73.9876,10003,New York
5346,40.7277,-73.9807,10009,New York
5347,40.7562,-73.9968,10199,New York
5348,40.7337,-74.0034,10011,New York
5349,40.7053,-74.0103,10271,New York
5350,40.7785,-73.9842,10069,New York
5351,40.7801,-73.9475,10028,New York
5352,40.7396,-73.9885,10011,New York
5353,40.7779,-73.9515,10028,New York
5354,40.6881,-73.9166,11233,Brooklyn
5355,40.7762,-73.9524,10028,New York
5356,40.7586,-73.9938,10018,New York
5357,40.7075,-74.0113,10271,New York
5358,40.8367,-73.9382,10032,New York
5359,40.7582,-73.9622,10022,New York
5360,40.7777,-73.9561,10028,New York
5361,40.7444,-73.9803,10017,New York
5362,40.7084,-74.0057,10038,New York
5363,40.7801,-73.9475,10028,New York
5364,40.7521,-73.9743,10017,New York
5365,40.7619,-73.9609,10065,New York
5366,40.7562,-73.9968,10199,New York
5367,40.7128,-74.0059,10007,New York
5368,40.753,-73.9695,10017,New York
5369,40.7114,-74.0078,10007,New York
5370,40.7787,-73.9751,10023,New York
5371,40.7797,-73.9446,10028,New York
5372,40.7306,-73.9866,10003,New York
5373,40.7764,-73.97710000000002,10023,New York
5374,40.7179,-74.0148,10282,New York
5375,40.7855,-73.9561,10029,New York
5376,40.796,-73.9742,10025,New York
5377,40.77,-73.9517,10044,New York
5378,40.7609,-73.986,10018,New York
5379,40.8417,-73.937,10032,New York
5380,40.7223,-73.9954,10012,New York
5381,40.7554,-73.9209,11103,Astoria
5382,40.7471,-73.9416,11101,Long Island City
5383,40.7804,-73.9522,10028,New York
5384,40.776,-73.9809,10023,New York
5385,40.8278,-73.9412,10039,New York
5386,40.7369,-73.9928,10011,New York
5387,40.756,-73.9641,10022,New York
5388,40.7754,-73.9465,10028,New York
5389,40.7777,-73.9462,10028,New York
5390,40.7426,-73.9808,10016,New York
5391,40.7792,-73.9514,10028,New York
5392,40.7299,-73.9819,10009,New York
5393,40.7334,-74.0047,10011,New York
5394,40.7673,-73.968,10065,New York
5395,40.6557,-73.9547,11225,Brooklyn
